Month,Car_Model,Segment,Fuel_Type,Transmission,Ex_Showroom_Price_Lakh,Units_Sold,Revenue_Crores,Mileage_KMPL,Customer_Rating,Annual_Service_Cost_INR,Safety_Rating_Stars
2021-08,Brezza,SUV,Petrol/CNG,Manual/AT,11.89,6245.0,742.53,20.07,4.5,8840.0,5.0
2021-08,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.62,7886.0,443.19,25.9,4.2,5600.0,3.0
2021-08,Dzire,Sedan,Petrol,Manual/AMT,7.24,4223.0,305.75,24.03,4.6,10244.0,4.0
2021-08,Eeco,MPV,Petrol/CNG,Manual,5.7,4343.0,247.55,19.79,3.8,14612.0,4.0
2021-08,Ertiga,MPV,Petrol/CNG,Manual/AT,9.99,3995.0,399.1,19.76,4.6,12140.0,5.0
2021-08,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,14.23,6322.0,899.62,20.52,3.9,9926.0,5.0
2021-08,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,4.78,8316.0,397.5,25.08,4.1,10070.0,4.0
2021-08,Swift,Hatchback,Petrol,Manual/AMT,8.23,8139.0,669.84,23.72,4.2,11286.0,3.0
2021-08,XL6,MPV,Petrol/CNG,Manual/AT,11.33,4425.0,501.35,21.01,3.3,11701.0,5.0
2021-09,Alto K10,Hatchback,Petrol,Manual,4.86,8366.0,406.59,23.93,5.0,11912.0,3.0
2021-09,Baleno,Hatchback,Petrol,Manual/AMT,7.33,9304.0,681.98,23.0,3.4,9210.0,5.0
2021-09,Brezza,SUV,Petrol/CNG,Manual/AT,11.14,5374.0,598.66,20.61,4.8,7879.0,5.0
2021-09,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.52,8149.0,449.82,27.2,4.3,9186.0,3.0
2021-09,Ciaz,Sedan,Petrol,Manual,9.18,4101.0,376.47,20.08,3.8,8098.0,5.0
2021-09,Ertiga,MPV,Petrol/CNG,Manual/AT,11.09,4470.0,495.72,20.31,4.2,12831.0,5.0
2021-09,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,10.4,6754.0,702.42,21.69,4.5,6813.0,4.0
2021-09,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,13.07,7588.0,991.75,22.38,4.2,13273.0,5.0
2021-09,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,4.6,7850.0,361.1,25.12,4.2,8670.0,4.0
2021-09,Swift,Hatchback,Petrol,Manual/AMT,7.91,7330.0,579.8,23.82,4.0,14573.0,3.0
2021-09,XL6,MPV,Petrol/CNG,Manual/AT,11.47,4751.0,544.94,21.21,3.9,10729.0,5.0
2021-10,Alto K10,Hatchback,Petrol,Manual,4.77,7814.0,372.73,24.41,4.3,6686.0,3.0
2021-10,Baleno,Hatchback,Petrol,Manual/AMT,8.15,7624.0,621.36,22.82,4.3,6218.0,5.0
2021-10,Brezza,SUV,Petrol/CNG,Manual/AT,10.93,6479.0,708.15,19.97,4.4,11185.0,5.0
2021-10,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.6,8216.0,460.1,26.62,4.7,9105.0,3.0
2021-10,Dzire,Sedan,Petrol,Manual/AMT,7.91,3901.0,308.57,23.63,5.0,9637.0,4.0
2021-10,Eeco,MPV,Petrol/CNG,Manual,5.84,4961.0,289.72,20.42,4.3,11929.0,4.0
2021-10,Ertiga,MPV,Petrol/CNG,Manual/AT,10.53,4705.0,495.44,20.76,3.9,12802.0,5.0
2021-10,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,9.41,5963.0,561.12,21.41,4.2,5388.0,4.0
2021-10,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,13.18,6492.0,855.65,20.56,4.2,10775.0,5.0
2021-10,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,4.37,7756.0,338.94,24.71,4.0,13095.0,4.0
2021-10,Swift,Hatchback,Petrol,Manual/AMT,7.46,8001.0,596.87,22.84,4.1,9750.0,3.0
2021-10,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.21,7319.0,454.51,22.16,4.4,11058.0,3.0
2021-10,XL6,MPV,Petrol/CNG,Manual/AT,11.86,4976.0,590.15,20.46,4.2,13068.0,5.0
2021-11,Alto K10,Hatchback,Petrol,Manual,4.71,7717.0,363.47,24.22,3.4,9039.0,3.0
2021-11,Brezza,SUV,Petrol/CNG,Manual/AT,9.73,6439.0,626.51,20.49,3.9,7401.0,5.0
2021-11,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.38,8047.0,432.93,27.25,4.2,11267.0,3.0
2021-11,Ciaz,Sedan,Petrol,Manual,9.5,4129.0,392.25,20.7,4.0,12588.0,5.0
2021-11,Dzire,Sedan,Petrol,Manual/AMT,7.9,4414.0,348.71,23.98,3.9,12387.0,4.0
2021-11,Eeco,MPV,Petrol/CNG,Manual,5.78,5299.0,306.28,19.9,4.0,6457.0,4.0
2021-11,Ertiga,MPV,Petrol/CNG,Manual/AT,8.52,4054.0,345.4,19.89,4.8,11907.0,5.0
2021-11,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,9.99,5683.0,567.73,22.26,4.3,6080.0,4.0
2021-11,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,14.11,6730.0,949.6,20.51,4.7,7609.0,5.0
2021-11,WagonR,Hatchback,Petrol/CNG,Manual/AMT,5.77,7518.0,433.79,22.38,4.2,10609.0,3.0
2021-11,XL6,MPV,Petrol/CNG,Manual/AT,11.95,4657.0,556.51,21.25,4.5,8575.0,5.0
2021-12,Alto K10,Hatchback,Petrol,Manual,4.72,8083.0,381.52,24.55,4.6,10218.0,3.0
2021-12,Brezza,SUV,Petrol/CNG,Manual/AT,10.17,6491.0,660.13,19.87,4.9,9874.0,5.0
2021-12,Ciaz,Sedan,Petrol,Manual,8.96,3994.0,357.86,20.5,4.1,8306.0,5.0
2021-12,Dzire,Sedan,Petrol,Manual/AMT,7.63,4276.0,326.26,23.94,3.9,12024.0,4.0
2021-12,Eeco,MPV,Petrol/CNG,Manual,5.62,4938.0,277.52,20.58,4.1,7941.0,4.0
2021-12,Ertiga,MPV,Petrol/CNG,Manual/AT,11.41,3659.0,417.49,20.52,4.0,12824.0,5.0
2021-12,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,12.43,6220.0,773.15,21.4,4.3,11319.0,5.0
2021-12,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.37,7355.0,394.96,25.36,4.1,12460.0,4.0
2021-12,Swift,Hatchback,Petrol,Manual/AMT,7.56,7688.0,581.21,23.93,3.7,11436.0,3.0
2022-01,Alto K10,Hatchback,Petrol,Manual,5.34,8249.0,440.5,24.07,3.9,9239.0,3.0
2022-01,Baleno,Hatchback,Petrol,Manual/AMT,8.5,9684.0,823.14,22.85,4.3,11882.0,5.0
2022-01,Brezza,SUV,Petrol/CNG,Manual/AT,9.86,7088.0,698.88,18.83,4.7,10546.0,5.0
2022-01,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.59,8452.0,472.47,27.14,3.7,13632.0,3.0
2022-01,Ciaz,Sedan,Petrol,Manual,10.3,4364.0,449.49,20.33,3.6,10307.0,5.0
2022-01,Dzire,Sedan,Petrol,Manual/AMT,8.23,4271.0,351.5,24.1,4.6,8723.0,4.0
2022-01,Eeco,MPV,Petrol/CNG,Manual,6.07,4710.0,285.9,18.42,4.2,13424.0,4.0
2022-01,Ertiga,MPV,Petrol/CNG,Manual/AT,9.76,4700.0,458.72,20.98,4.3,14759.0,5.0
2022-01,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,13.46,6086.0,819.18,20.4,4.8,12846.0,5.0
2022-01,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,4.55,8172.0,371.83,26.04,3.9,13535.0,4.0
2022-01,Swift,Hatchback,Petrol,Manual/AMT,7.76,8082.0,627.16,24.34,3.9,10601.0,3.0
2022-01,XL6,MPV,Petrol/CNG,Manual/AT,12.0,5278.0,633.36,20.45,4.1,8515.0,5.0
2022-02,Alto K10,Hatchback,Petrol,Manual,4.97,8294.0,412.21,24.49,4.7,10896.0,3.0
2022-02,Baleno,Hatchback,Petrol,Manual/AMT,8.15,9133.0,744.34,23.29,4.0,11800.0,5.0
2022-02,Brezza,SUV,Petrol/CNG,Manual/AT,10.83,7081.0,766.87,20.27,5.0,8345.0,5.0
2022-02,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.72,9119.0,521.61,27.24,4.3,10757.0,3.0
2022-02,Dzire,Sedan,Petrol,Manual/AMT,8.03,4454.0,357.66,23.24,4.0,10531.0,4.0
2022-02,Eeco,MPV,Petrol/CNG,Manual,5.83,4494.0,262.0,20.4,4.0,12078.0,4.0
2022-02,Ertiga,MPV,Petrol/CNG,Manual/AT,9.57,4899.0,468.83,20.56,4.3,11910.0,5.0
2022-02,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,9.17,5813.0,533.05,20.99,4.8,8554.0,4.0
2022-02,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.33,9590.0,511.15,24.99,3.8,10783.0,4.0
2022-02,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.02,7916.0,476.54,24.08,4.8,8175.0,3.0
2022-02,XL6,MPV,Petrol/CNG,Manual/AT,12.33,4816.0,593.81,20.21,4.4,7807.0,5.0
2022-03,Alto K10,Hatchback,Petrol,Manual,4.63,8543.0,395.54,23.98,4.1,8014.0,3.0
2022-03,Baleno,Hatchback,Petrol,Manual/AMT,8.29,9239.0,765.91,22.61,3.5,12469.0,5.0
2022-03,Brezza,SUV,Petrol/CNG,Manual/AT,11.33,6784.0,768.63,20.33,4.4,12602.0,5.0
2022-03,Celerio,Hatchback,Petrol/CNG,Manual/AMT,6.09,8559.0,521.24,26.69,4.2,6848.0,3.0
2022-03,Ciaz,Sedan,Petrol,Manual,10.14,4249.0,430.85,20.8,3.7,10587.0,5.0
2022-03,Dzire,Sedan,Petrol,Manual/AMT,7.79,4375.0,340.81,23.31,3.7,10256.0,4.0
2022-03,Eeco,MPV,Petrol/CNG,Manual,6.23,5591.0,348.32,19.21,4.4,11128.0,4.0
2022-03,Ertiga,MPV,Petrol/CNG,Manual/AT,10.31,4152.0,428.07,20.13,5.0,12480.0,5.0
2022-03,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,9.51,6944.0,660.37,21.99,4.5,10626.0,4.0
2022-03,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,11.49,7324.0,841.53,21.58,4.2,9704.0,5.0
2022-03,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.32,10201.0,542.69,24.7,3.8,11937.0,4.0
2022-03,WagonR,Hatchback,Petrol/CNG,Manual/AMT,5.93,9043.0,536.25,23.45,4.2,11082.0,3.0
2022-03,XL6,MPV,Petrol/CNG,Manual/AT,12.31,4650.0,572.41,21.71,3.8,9511.0,5.0
2022-04,Alto K10,Hatchback,Petrol,Manual,5.01,8656.0,433.67,24.5,4.8,8418.0,3.0
2022-04,Baleno,Hatchback,Petrol,Manual/AMT,7.59,10801.0,819.8,23.65,4.7,10055.0,5.0
2022-04,Brezza,SUV,Petrol/CNG,Manual/AT,10.92,6475.0,707.07,19.92,4.4,10060.0,5.0
2022-04,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.61,8804.0,493.9,28.56,4.5,11495.0,3.0
2022-04,Ciaz,Sedan,Petrol,Manual,9.91,4496.0,445.55,21.27,3.7,11566.0,5.0
2022-04,Dzire,Sedan,Petrol,Manual/AMT,7.5,4186.0,313.95,23.34,4.5,14033.0,4.0
2022-04,Ertiga,MPV,Petrol/CNG,Manual/AT,10.1,4828.0,487.63,21.38,4.9,9063.0,5.0
2022-04,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,9.29,7154.0,664.61,20.43,4.3,7581.0,4.0
2022-04,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,13.54,6188.0,837.86,21.2,4.4,9297.0,5.0
2022-04,Swift,Hatchback,Petrol,Manual/AMT,7.35,9796.0,720.01,24.15,4.6,10399.0,3.0
2022-04,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.07,9273.0,562.87,24.18,4.0,9541.0,3.0
2022-04,XL6,MPV,Petrol/CNG,Manual/AT,12.55,5353.0,671.8,20.73,4.0,12588.0,5.0
2022-05,Alto K10,Hatchback,Petrol,Manual,4.66,8567.0,399.22,24.8,4.0,6927.0,3.0
2022-05,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.98,8254.0,493.59,26.76,4.8,10682.0,3.0
2022-05,Dzire,Sedan,Petrol,Manual/AMT,7.67,4396.0,337.17,23.66,4.7,13509.0,4.0
2022-05,Eeco,MPV,Petrol/CNG,Manual,5.95,5375.0,319.81,19.36,4.3,8345.0,4.0
2022-05,Ertiga,MPV,Petrol/CNG,Manual/AT,10.04,4038.0,405.42,20.09,4.7,12723.0,5.0
2022-05,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,9.27,7853.0,727.97,22.0,4.7,7422.0,4.0
2022-05,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,14.78,6883.0,1017.31,21.38,3.9,9726.0,5.0
2022-05,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.15,7712.0,397.17,25.81,3.8,11203.0,4.0
2022-05,Swift,Hatchback,Petrol,Manual/AMT,8.16,8795.0,717.67,23.48,3.9,9985.0,3.0
2022-05,XL6,MPV,Petrol/CNG,Manual/AT,12.86,4986.0,641.2,21.13,3.8,10837.0,5.0
2022-06,Brezza,SUV,Petrol/CNG,Manual/AT,10.79,7264.0,783.79,21.2,4.7,10806.0,5.0
2022-06,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.82,8485.0,493.83,27.68,3.8,8861.0,3.0
2022-06,Dzire,Sedan,Petrol,Manual/AMT,7.66,3997.0,306.17,24.09,4.4,8807.0,4.0
2022-06,Eeco,MPV,Petrol/CNG,Manual,6.09,5571.0,339.27,19.54,4.0,11783.0,4.0
2022-06,Ertiga,MPV,Petrol/CNG,Manual/AT,9.89,5189.0,513.19,20.2,4.5,15227.0,5.0
2022-06,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,10.25,7103.0,728.06,21.76,4.5,10136.0,4.0
2022-06,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.0,8322.0,416.1,25.36,4.0,10520.0,4.0
2022-06,Swift,Hatchback,Petrol,Manual/AMT,8.18,9102.0,744.54,23.36,4.2,10280.0,3.0
2022-06,WagonR,Hatchback,Petrol/CNG,Manual/AMT,5.94,8376.0,497.53,23.54,3.9,10763.0,3.0
2022-06,XL6,MPV,Petrol/CNG,Manual/AT,11.98,4651.0,557.19,20.82,3.4,9575.0,5.0
2022-07,Alto K10,Hatchback,Petrol,Manual,4.51,7699.0,347.22,24.01,4.1,9603.0,3.0
2022-07,Baleno,Hatchback,Petrol,Manual/AMT,8.02,9081.0,728.3,22.86,4.6,10205.0,5.0
2022-07,Brezza,SUV,Petrol/CNG,Manual/AT,10.43,6127.0,639.05,20.34,3.5,10883.0,5.0
2022-07,Celerio,Hatchback,Petrol/CNG,Manual/AMT,6.46,8909.0,575.52,26.09,4.0,9856.0,3.0
2022-07,Ciaz,Sedan,Petrol,Manual,10.07,4192.0,422.13,20.58,3.9,13724.0,5.0
2022-07,Dzire,Sedan,Petrol,Manual/AMT,8.19,4451.0,364.54,23.62,5.0,11252.0,4.0
2022-07,Eeco,MPV,Petrol/CNG,Manual,5.86,5328.0,312.22,19.96,3.6,13451.0,4.0
2022-07,Ertiga,MPV,Petrol/CNG,Manual/AT,10.43,4802.0,500.85,20.28,4.0,9680.0,5.0
2022-07,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,9.76,6561.0,640.35,22.69,5.0,10246.0,4.0
2022-07,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,11.06,7709.0,852.62,20.35,3.7,11690.0,5.0
2022-07,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,4.86,8264.0,401.63,24.86,4.7,10560.0,4.0
2022-07,Swift,Hatchback,Petrol,Manual/AMT,7.99,9591.0,766.32,23.49,4.2,8360.0,3.0
2022-07,WagonR,Hatchback,Petrol/CNG,Manual/AMT,5.94,8806.0,523.08,23.1,4.6,9465.0,3.0
2022-07,XL6,MPV,Petrol/CNG,Manual/AT,12.23,5068.0,619.82,21.6,4.0,8026.0,5.0
2022-08,Alto K10,Hatchback,Petrol,Manual,4.81,7790.0,374.7,23.8,3.9,6245.0,3.0
2022-08,Baleno,Hatchback,Petrol,Manual/AMT,7.04,8203.0,577.49,23.31,5.0,8436.0,5.0
2022-08,Dzire,Sedan,Petrol,Manual/AMT,7.99,3862.0,308.57,23.78,5.0,10173.0,4.0
2022-08,Eeco,MPV,Petrol/CNG,Manual,5.82,5091.0,296.3,19.54,4.4,9983.0,4.0
2022-08,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,10.01,6953.0,696.0,21.69,4.4,11414.0,4.0
2022-08,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,12.7,6211.0,788.8,21.62,4.7,13321.0,5.0
2022-08,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,4.86,8471.0,411.69,24.12,4.2,13310.0,4.0
2022-08,Swift,Hatchback,Petrol,Manual/AMT,7.79,8848.0,689.26,23.22,4.1,11136.0,3.0
2022-08,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.03,7470.0,450.44,24.24,4.7,9249.0,3.0
2022-08,XL6,MPV,Petrol/CNG,Manual/AT,13.25,5229.0,692.84,20.84,4.0,11843.0,5.0
2022-09,Alto K10,Hatchback,Petrol,Manual,4.61,7999.0,368.75,23.99,3.7,11126.0,3.0
2022-09,Baleno,Hatchback,Petrol,Manual/AMT,7.7,7316.0,563.33,23.22,4.6,8048.0,5.0
2022-09,Brezza,SUV,Petrol/CNG,Manual/AT,11.24,6686.0,751.51,20.75,3.9,11043.0,5.0
2022-09,Celerio,Hatchback,Petrol/CNG,Manual/AMT,6.12,9141.0,559.43,26.89,4.5,10854.0,3.0
2022-09,Dzire,Sedan,Petrol,Manual/AMT,7.89,4385.0,345.98,22.94,4.4,11795.0,4.0
2022-09,Eeco,MPV,Petrol/CNG,Manual,5.84,5838.0,340.94,20.32,3.6,13051.0,4.0
2022-09,Ertiga,MPV,Petrol/CNG,Manual/AT,10.16,4411.0,448.16,21.04,4.8,12113.0,5.0
2022-09,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,8.81,4762.0,419.53,21.52,4.5,8807.0,4.0
2022-09,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,4.34,8185.0,355.23,25.54,3.9,11761.0,4.0
2022-09,Swift,Hatchback,Petrol,Manual/AMT,7.97,7779.0,619.99,23.63,4.2,11141.0,3.0
2022-09,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.28,7205.0,452.47,24.21,4.1,8420.0,3.0
2022-09,XL6,MPV,Petrol/CNG,Manual/AT,12.3,4733.0,582.16,20.56,4.5,13330.0,5.0
2022-10,Baleno,Hatchback,Petrol,Manual/AMT,8.08,9929.0,802.26,23.11,4.4,10420.0,5.0
2022-10,Brezza,SUV,Petrol/CNG,Manual/AT,10.65,7031.0,748.8,19.24,5.0,9059.0,5.0
2022-10,Celerio,Hatchback,Petrol/CNG,Manual/AMT,6.25,9167.0,572.94,27.06,4.4,12262.0,3.0
2022-10,Ciaz,Sedan,Petrol,Manual,9.13,4042.0,369.03,20.56,4.4,7329.0,5.0
2022-10,Eeco,MPV,Petrol/CNG,Manual,6.1,5201.0,317.26,19.91,4.3,14432.0,4.0
2022-10,Ertiga,MPV,Petrol/CNG,Manual/AT,11.18,4173.0,466.54,20.6,4.5,11047.0,5.0
2022-10,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,10.28,5446.0,559.85,21.17,4.2,10436.0,4.0
2022-10,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,13.79,6651.0,917.17,20.6,3.8,11807.0,5.0
2022-10,WagonR,Hatchback,Petrol/CNG,Manual/AMT,5.61,9444.0,529.81,23.66,4.5,12038.0,3.0
2022-11,Alto K10,Hatchback,Petrol,Manual,4.64,7927.0,367.81,24.18,3.8,4985.0,3.0
2022-11,Baleno,Hatchback,Petrol,Manual/AMT,7.78,7887.0,613.61,22.4,4.3,8808.0,5.0
2022-11,Brezza,SUV,Petrol/CNG,Manual/AT,9.93,6892.0,684.38,19.73,4.0,9742.0,5.0
2022-11,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.85,8639.0,505.38,26.46,4.5,7762.0,3.0
2022-11,Ciaz,Sedan,Petrol,Manual,9.45,4138.0,391.04,20.15,4.0,12280.0,5.0
2022-11,Dzire,Sedan,Petrol,Manual/AMT,8.07,3983.0,321.43,23.32,5.0,9041.0,4.0
2022-11,Eeco,MPV,Petrol/CNG,Manual,6.07,5810.0,352.67,19.74,4.4,6669.0,4.0
2022-11,Ertiga,MPV,Petrol/CNG,Manual/AT,9.23,4712.0,434.92,19.59,4.7,13901.0,5.0
2022-11,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,9.23,6293.0,580.84,21.36,4.7,11477.0,4.0
2022-11,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,4.57,8274.0,378.12,24.73,4.7,14461.0,4.0
2022-11,Swift,Hatchback,Petrol,Manual/AMT,8.22,8815.0,724.59,23.28,4.0,5710.0,3.0
2022-11,WagonR,Hatchback,Petrol/CNG,Manual/AMT,5.97,7221.0,431.09,23.12,5.0,13085.0,3.0
2022-11,XL6,MPV,Petrol/CNG,Manual/AT,12.09,4925.0,595.43,21.45,3.8,10569.0,5.0
2022-12,Alto K10,Hatchback,Petrol,Manual,4.39,9154.0,401.86,24.15,4.7,10894.0,3.0
2022-12,Baleno,Hatchback,Petrol,Manual/AMT,7.16,9087.0,650.63,23.24,4.7,12875.0,5.0
2022-12,Celerio,Hatchback,Petrol/CNG,Manual/AMT,6.1,9100.0,555.1,27.91,4.0,10442.0,3.0
2022-12,Dzire,Sedan,Petrol,Manual/AMT,7.92,4332.0,343.09,23.7,4.5,9560.0,4.0
2022-12,Eeco,MPV,Petrol/CNG,Manual,5.63,5650.0,318.1,19.79,4.1,13869.0,4.0
2022-12,Ertiga,MPV,Petrol/CNG,Manual/AT,8.83,4923.0,434.7,20.59,3.9,10238.0,5.0
2022-12,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,9.08,7582.0,688.45,21.91,3.9,11885.0,4.0
2022-12,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,15.04,7111.0,1069.49,21.26,4.6,14196.0,5.0
2022-12,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.6,7947.0,445.03,24.99,4.6,12216.0,4.0
2022-12,Swift,Hatchback,Petrol,Manual/AMT,7.41,9511.0,704.77,24.73,4.6,14879.0,3.0
2022-12,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.39,8800.0,562.32,23.64,4.0,12902.0,3.0
2022-12,XL6,MPV,Petrol/CNG,Manual/AT,11.98,5496.0,658.42,21.26,3.9,15214.0,5.0
2023-01,Baleno,Hatchback,Petrol,Manual/AMT,8.61,9341.0,804.26,23.59,4.8,12059.0,5.0
2023-01,Brezza,SUV,Petrol/CNG,Manual/AT,12.2,7597.0,926.83,20.62,4.9,4940.0,3.0
2023-01,Celerio,Hatchback,Petrol/CNG,Manual/AMT,6.76,9709.0,656.33,26.64,3.6,11458.0,5.0
2023-01,Ciaz,Sedan,Petrol,Manual,9.51,5310.0,504.98,21.05,3.7,9160.0,5.0
2023-01,Dzire,Sedan,Petrol,Manual/AMT,9.2,4579.0,421.27,23.59,4.7,13128.0,3.0
2023-01,Eeco,MPV,Petrol/CNG,Manual,6.65,5339.0,355.04,20.4,4.3,13462.0,5.0
2023-01,Ertiga,MPV,Petrol/CNG,Manual/AT,10.63,4252.0,451.99,20.65,4.9,12608.0,4.0
2023-01,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,8.49,8861.0,752.3,21.85,4.6,14638.0,4.0
2023-01,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,10.95,6865.0,751.72,21.0,4.9,13960.0,5.0
2023-01,Swift,Hatchback,Petrol,Manual/AMT,7.32,8411.0,615.69,23.03,3.7,7945.0,3.0
2023-01,WagonR,Hatchback,Petrol/CNG,Manual/AMT,7.38,8309.0,613.2,24.09,4.5,17256.0,3.0
2023-01,XL6,MPV,Petrol/CNG,Manual/AT,13.03,6051.0,788.45,21.1,3.9,5022.0,3.0
2023-02,Alto K10,Hatchback,Petrol,Manual,5.35,8792.0,470.37,24.71,3.5,5312.0,3.0
2023-02,Baleno,Hatchback,Petrol,Manual/AMT,8.89,6588.0,585.67,23.03,4.5,4078.0,3.0
2023-02,Brezza,SUV,Petrol/CNG,Manual/AT,8.88,8151.0,723.81,20.97,4.7,11789.0,5.0
2023-02,Celerio,Hatchback,Petrol/CNG,Manual/AMT,6.01,7729.0,464.51,25.92,4.8,15513.0,3.0
2023-02,Ciaz,Sedan,Petrol,Manual,10.99,4936.0,542.47,20.96,4.9,5517.0,3.0
2023-02,Eeco,MPV,Petrol/CNG,Manual,6.27,4170.0,261.46,20.45,4.2,17403.0,4.0
2023-02,Ertiga,MPV,Petrol/CNG,Manual/AT,9.89,4954.0,489.95,20.39,3.6,12925.0,4.0
2023-02,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,11.28,8415.0,949.21,21.82,5.0,8525.0,5.0
2023-02,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,18.57,7737.0,1436.76,21.49,3.9,16674.0,3.0
2023-02,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.54,9950.0,551.23,24.29,4.4,13257.0,3.0
2023-02,Swift,Hatchback,Petrol,Manual/AMT,8.75,9444.0,826.35,23.89,3.9,10839.0,3.0
2023-02,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.04,9515.0,574.71,22.68,3.8,11550.0,5.0
2023-02,XL6,MPV,Petrol/CNG,Manual/AT,12.08,5303.0,640.6,20.76,4.0,6011.0,5.0
2023-03,Baleno,Hatchback,Petrol,Manual/AMT,9.16,9389.0,860.03,23.33,4.5,10504.0,5.0
2023-03,Brezza,SUV,Petrol/CNG,Manual/AT,13.89,6079.0,844.37,20.33,4.1,16231.0,4.0
2023-03,Celerio,Hatchback,Petrol/CNG,Manual/AMT,6.12,8330.0,509.8,27.11,4.2,6142.0,3.0
2023-03,Ciaz,Sedan,Petrol,Manual,10.48,4491.0,470.66,20.2,4.0,12541.0,5.0
2023-03,Eeco,MPV,Petrol/CNG,Manual,6.1,6220.0,379.42,20.23,3.9,8046.0,3.0
2023-03,Ertiga,MPV,Petrol/CNG,Manual/AT,10.94,4183.0,457.62,20.22,3.5,15881.0,5.0
2023-03,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,9.26,9472.0,877.11,22.67,4.4,15149.0,5.0
2023-03,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,18.38,6363.0,1169.52,20.82,4.7,16385.0,3.0
2023-03,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.05,9279.0,468.59,24.97,4.9,15573.0,3.0
2023-03,Swift,Hatchback,Petrol,Manual/AMT,6.78,9007.0,610.67,23.64,3.5,14796.0,5.0
2023-03,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.84,9486.0,648.84,23.37,4.5,9228.0,5.0
2023-03,XL6,MPV,Petrol/CNG,Manual/AT,12.55,4561.0,572.41,20.75,4.1,14649.0,5.0
2023-04,Alto K10,Hatchback,Petrol,Manual,4.82,8648.0,416.83,24.27,4.6,6235.0,4.0
