Month,Car_Model,Segment,Fuel_Type,Engine_CC,Transmission,Seating_Capacity,Ex_Showroom_Price_Lakh,Units_Sold,Revenue_Crores,Mileage_KMPL,Customer_Rating,Annual_Service_Cost_INR,Warranty_Years,Safety_Rating_Stars
2023-10,Exter,SUV,Petrol,1197,Manual,5.0,18.23,2673.0,4872.88,21.0,4.8,8279.0,5.0,4.0
2024-12,i20,Hatchback,Diesel,1999,Automatic,5.0,11.49,8711.0,10008.94,15.3,3.9,8836.0,3.0,4.0
2023-06,Exter,SUV,Petrol,1197,Automatic,5.0,16.87,6789.0,11453.04,20.6,4.4,6420.0,3.0,5.0
2024-05,Grand i10 Nios,Hatchback,Petrol,1197,Manual,5.0,15.33,4414.0,6766.66,20.9,4.5,5264.0,3.0,3.0
2023-07,Aura,Sedan,Petrol,1197,Manual,5.0,7.47,12002.0,8965.49,17.2,3.5,9121.0,3.0,5.0
2023-05,Tucson,SUV,Diesel,1197,Manual,5.0,19.55,8863.0,17327.17,15.5,3.7,6475.0,5.0,5.0
2023-02,Tucson,SUV,Petrol,999,Automatic,5.0,6.39,14951.0,9553.69,18.9,4.5,5021.0,3.0,3.0
2023-04,Tucson,SUV,Diesel,1497,Manual,5.0,16.32,1110.0,1811.52,16.8,4.8,11450.0,5.0,5.0
2023-11,i20,Hatchback,Petrol,1999,Automatic,5.0,9.36,6614.0,6190.7,16.4,3.8,6076.0,5.0,3.0
2024-06,Tucson,SUV,Petrol,999,Automatic,5.0,6.26,12562.0,7863.81,15.6,4.7,7224.0,3.0,5.0
2023-09,i20,Hatchback,Petrol,1999,Automatic,5.0,9.8,2490.0,2440.2,15.6,4.4,6281.0,3.0,5.0
2023-06,i20,Hatchback,Diesel,999,Automatic,5.0,7.96,14367.0,11436.13,20.4,3.6,4473.0,5.0,5.0
2023-06,i20,Hatchback,Diesel,1999,Manual,5.0,18.99,5642.0,10714.16,21.3,3.7,6168.0,5.0,5.0
2023-04,Aura,Sedan,Diesel,1999,Manual,5.0,22.15,1793.0,3971.49,18.7,3.8,7627.0,5.0,5.0
2024-07,Grand i10 Nios,Hatchback,Petrol,999,Manual,5.0,10.71,10554.0,11303.33,21.5,4.2,11438.0,3.0,3.0
2024-02,i20,Hatchback,Petrol,1999,Manual,5.0,12.55,3824.0,4799.12,16.5,3.8,6886.0,5.0,4.0
2023-09,Alcazar,SUV,Petrol,1497,Automatic,5.0,18.33,8108.0,14861.96,15.5,4.5,7418.0,3.0,4.0
2023-11,Venue,SUV,Petrol,1197,Manual,5.0,7.91,8092.0,6400.77,21.2,4.7,10874.0,5.0,4.0
2023-12,Verna,Sedan,Diesel,999,Manual,5.0,14.16,7075.0,10018.2,19.3,4.2,10264.0,5.0,3.0
2024-10,Alcazar,SUV,Diesel,1999,Automatic,7.0,6.43,14898.0,9579.41,19.1,4.5,5821.0,3.0,4.0
2023-03,Alcazar,SUV,Petrol,1497,Automatic,5.0,8.85,1103.0,976.15,20.1,4.0,5929.0,3.0,3.0
2023-02,Creta,SUV,Petrol,1497,Automatic,5.0,11.29,11317.0,12776.89,20.2,4.3,5902.0,3.0,3.0
2024-01,Alcazar,SUV,Diesel,999,Automatic,5.0,13.17,14089.0,18555.21,18.6,4.5,11754.0,5.0,4.0
2023-10,Grand i10 Nios,Hatchback,Petrol,1497,Automatic,7.0,19.27,5371.0,10349.92,19.0,3.9,5045.0,5.0,5.0
2024-12,Creta,SUV,Petrol,999,Manual,5.0,15.4,13427.0,20677.58,21.0,4.5,4155.0,3.0,5.0
2023-11,Tucson,SUV,Petrol,1999,Manual,5.0,22.24,9578.0,21301.47,19.6,4.5,9712.0,3.0,4.0
2023-08,Venue,SUV,Petrol,1197,Automatic,5.0,19.39,13651.0,26469.29,18.8,4.7,7652.0,5.0,5.0
2023-12,Aura,Sedan,Petrol,1497,Automatic,5.0,11.76,924.0,1086.62,19.0,3.8,8029.0,5.0,3.0
2024-02,i20,Hatchback,Petrol,1497,Automatic,5.0,19.43,3419.0,6643.12,15.7,3.7,4416.0,5.0,4.0
2024-06,Grand i10 Nios,Hatchback,Diesel,1197,Automatic,5.0,22.78,679.0,1546.76,22.0,4.7,4097.0,3.0,5.0
2024-08,Grand i10 Nios,Hatchback,Petrol,1197,Manual,5.0,6.92,4351.0,3010.89,21.9,4.2,4261.0,5.0,5.0
2024-04,Verna,Sedan,Diesel,1197,Automatic,5.0,8.17,10004.0,8173.27,20.1,4.0,4838.0,5.0,3.0
2024-02,Aura,Sedan,Petrol,1497,Manual,5.0,23.1,12968.0,29956.08,21.5,4.6,5050.0,3.0,5.0
2023-08,Exter,SUV,Petrol,1999,Manual,5.0,18.41,6482.0,11933.36,15.1,4.3,9614.0,3.0,5.0
2023-11,Exter,SUV,Petrol,1999,Automatic,5.0,16.14,8692.0,14028.89,17.7,3.7,4288.0,5.0,4.0
2024-08,Venue,SUV,Petrol,1197,Automatic,7.0,6.23,5254.0,3273.24,18.4,4.2,10643.0,3.0,5.0
2024-05,Aura,Sedan,Diesel,999,Automatic,7.0,17.32,12914.0,22367.05,16.7,3.5,4213.0,3.0,5.0
2023-09,Verna,Sedan,Petrol,1999,Automatic,5.0,9.33,5906.0,5510.3,20.5,3.6,5696.0,5.0,5.0
2023-10,Creta,SUV,Petrol,1197,Automatic,5.0,17.16,9837.0,16880.29,15.8,4.3,11806.0,5.0,4.0
2024-06,Aura,Sedan,Diesel,999,Automatic,5.0,6.97,8454.0,5892.44,16.3,3.9,4423.0,3.0,4.0
2023-11,Exter,SUV,Diesel,999,Manual,7.0,9.44,3297.0,3112.37,21.7,3.6,11372.0,5.0,5.0
2024-06,Exter,SUV,Diesel,1999,Automatic,5.0,11.31,6786.0,7674.97,19.3,3.6,7311.0,3.0,5.0
2023-06,Exter,SUV,Diesel,1197,Manual,5.0,13.95,3733.0,5207.53,19.5,4.3,11354.0,3.0,5.0
2024-06,Tucson,SUV,Petrol,1999,Automatic,5.0,12.05,6156.0,7417.98,16.3,3.9,4477.0,3.0,5.0
2023-11,Venue,SUV,Petrol,1497,Manual,7.0,18.88,8199.0,15479.71,16.6,3.7,6418.0,5.0,4.0
2024-09,Tucson,SUV,Petrol,999,Manual,5.0,12.18,1017.0,1238.71,16.2,4.5,4172.0,5.0,3.0
2023-07,Venue,SUV,Diesel,1197,Automatic,7.0,18.48,1816.0,3355.97,16.0,4.3,6405.0,5.0,4.0
2023-11,Verna,Sedan,Diesel,1999,Manual,5.0,13.7,6942.0,9510.54,18.8,3.6,6007.0,5.0,4.0
2023-06,Exter,SUV,Petrol,1197,Manual,5.0,13.04,9491.0,12376.26,21.0,4.4,8617.0,5.0,4.0
2023-12,Verna,Sedan,Diesel,1197,Manual,7.0,21.05,981.0,2065.01,17.9,4.8,7437.0,5.0,3.0
2024-08,Alcazar,SUV,Petrol,1497,Automatic,7.0,11.55,9078.0,10485.09,20.5,3.6,4505.0,5.0,4.0
2023-08,Exter,SUV,Diesel,1999,Automatic,5.0,22.81,2917.0,6653.68,20.6,4.3,8291.0,5.0,4.0
2023-02,Verna,Sedan,Petrol,999,Automatic,5.0,12.23,8874.0,10852.9,16.0,3.6,7911.0,3.0,5.0
2024-01,Grand i10 Nios,Hatchback,Petrol,999,Automatic,5.0,21.89,8494.0,18593.37,19.7,4.2,4932.0,3.0,4.0
2023-06,Creta,SUV,Petrol,1197,Manual,5.0,19.51,14291.0,27881.74,15.8,4.4,10325.0,3.0,5.0
2023-06,i20,Hatchback,Diesel,1497,Manual,7.0,8.24,12150.0,10011.6,20.3,4.1,7276.0,3.0,4.0
2024-01,Aura,Sedan,Petrol,1999,Manual,5.0,15.91,5995.0,9538.05,19.3,4.1,9044.0,3.0,5.0
2023-05,Exter,SUV,Diesel,1197,Manual,7.0,9.91,4888.0,4844.01,21.8,4.5,5034.0,3.0,4.0
2023-11,Verna,Sedan,Petrol,1497,Manual,5.0,24.93,9426.0,23499.02,21.9,4.5,10368.0,5.0,4.0
2023-10,Grand i10 Nios,Hatchback,Diesel,999,Automatic,7.0,16.21,5610.0,9093.81,15.8,4.1,8811.0,3.0,5.0
2024-08,Alcazar,SUV,Petrol,1197,Manual,5.0,14.79,8417.0,12448.74,15.3,3.7,10065.0,3.0,4.0
2023-07,Tucson,SUV,Petrol,1999,Automatic,5.0,6.65,4555.0,3029.07,16.6,4.2,5124.0,5.0,4.0
2024-01,Verna,Sedan,Diesel,1197,Manual,7.0,12.04,2320.0,2793.28,17.8,4.5,5600.0,3.0,3.0
2024-05,Aura,Sedan,Diesel,1999,Manual,5.0,11.51,2603.0,2996.05,15.4,3.6,4078.0,3.0,3.0
2024-11,Venue,SUV,Diesel,1497,Automatic,5.0,14.65,11912.0,17451.08,16.9,3.8,8611.0,3.0,3.0
2023-08,Creta,SUV,Petrol,1999,Manual,5.0,19.87,8314.0,16519.92,20.2,4.0,5919.0,5.0,3.0
2023-11,i20,Hatchback,Petrol,999,Automatic,5.0,7.53,6092.0,4587.28,20.9,4.2,10065.0,3.0,4.0
2024-04,Exter,SUV,Diesel,1497,Automatic,5.0,9.41,10020.0,9428.82,18.3,3.8,4926.0,5.0,3.0
2024-08,Creta,SUV,Diesel,1497,Automatic,5.0,22.14,11346.0,25120.04,15.3,3.9,11380.0,3.0,3.0
2024-07,Verna,Sedan,Petrol,999,Automatic,5.0,11.13,4112.0,4576.66,16.2,4.2,6214.0,3.0,5.0
2024-03,Alcazar,SUV,Diesel,999,Manual,5.0,17.62,11495.0,20254.19,21.6,4.6,11099.0,3.0,3.0
2023-06,i20,Hatchback,Petrol,1999,Manual,5.0,24.36,4552.0,11088.67,16.3,3.7,4611.0,3.0,3.0
2023-11,Tucson,SUV,Petrol,1999,Automatic,7.0,11.96,6437.0,7698.65,15.4,4.4,4560.0,5.0,4.0
2023-09,Creta,SUV,Petrol,1197,Automatic,5.0,6.02,10787.0,6493.77,15.7,4.7,6865.0,3.0,5.0
2024-03,Venue,SUV,Petrol,1497,Automatic,5.0,6.49,1971.0,1279.18,18.6,4.2,10631.0,5.0,5.0
2023-02,Alcazar,SUV,Diesel,1497,Automatic,7.0,18.64,3556.0,6628.38,16.4,4.2,5646.0,3.0,5.0
2024-05,Grand i10 Nios,Hatchback,Petrol,1497,Automatic,7.0,9.97,12963.0,12924.11,18.6,4.0,7923.0,3.0,4.0
2024-04,Verna,Sedan,Diesel,1497,Automatic,5.0,18.16,562.0,1020.59,16.6,4.6,7580.0,3.0,3.0
2024-12,Venue,SUV,Diesel,1197,Manual,7.0,9.22,9593.0,8844.75,15.0,3.9,5418.0,5.0,5.0
2023-09,i20,Hatchback,Petrol,1999,Manual,5.0,21.24,10559.0,22427.32,15.7,3.5,9900.0,3.0,5.0
2023-04,Alcazar,SUV,Diesel,1999,Automatic,5.0,11.66,14820.0,17280.12,19.4,3.8,9965.0,5.0,5.0
2024-06,Exter,SUV,Diesel,1197,Automatic,7.0,21.39,3731.0,7980.61,15.8,4.7,4231.0,5.0,5.0
2023-05,Tucson,SUV,Petrol,1999,Manual,7.0,22.18,1249.0,2770.28,17.6,4.6,9612.0,3.0,4.0
2024-03,Verna,Sedan,Diesel,1497,Manual,5.0,11.94,1475.0,1761.15,21.7,4.8,7709.0,3.0,5.0
2023-06,Grand i10 Nios,Hatchback,Petrol,1999,Manual,5.0,6.17,13828.0,8531.88,19.0,4.7,5894.0,5.0,5.0
2023-05,Verna,Sedan,Diesel,999,Manual,7.0,21.16,8257.0,17471.81,20.8,3.8,5528.0,5.0,4.0
2024-01,Verna,Sedan,Petrol,1497,Automatic,5.0,21.84,3377.0,7375.37,16.0,4.1,5346.0,5.0,4.0
2023-07,i20,Hatchback,Petrol,1497,Automatic,7.0,15.91,9682.0,15404.06,21.8,3.7,10597.0,3.0,5.0
2023-04,Venue,SUV,Petrol,999,Manual,5.0,15.44,11552.0,17836.29,19.3,3.7,10442.0,5.0,3.0
2024-07,i20,Hatchback,Diesel,1999,Manual,5.0,13.09,3078.0,4029.1,20.8,4.6,9094.0,5.0,3.0
2024-12,Creta,SUV,Diesel,999,Automatic,5.0,9.66,12784.0,12349.34,16.8,4.5,4682.0,5.0,4.0
2023-09,Tucson,SUV,Petrol,1999,Automatic,5.0,17.93,5137.0,9210.64,19.9,3.7,9241.0,3.0,5.0
2024-05,i20,Hatchback,Petrol,1999,Manual,5.0,25.0,7218.0,18045.0,16.4,4.1,5961.0,3.0,4.0
2024-01,Grand i10 Nios,Hatchback,Diesel,1497,Automatic,5.0,18.22,11961.0,21792.94,17.2,4.5,9988.0,5.0,3.0
2023-10,Creta,SUV,Petrol,999,Manual,5.0,17.2,5354.0,9208.88,17.0,4.3,4437.0,3.0,4.0
2023-11,Aura,Sedan,Petrol,1497,Manual,5.0,15.84,3610.0,5718.24,17.7,4.5,4956.0,3.0,5.0
2023-08,Tucson,SUV,Diesel,1497,Manual,7.0,21.45,10766.0,23093.07,21.1,4.6,8872.0,5.0,5.0
2023-10,Grand i10 Nios,Hatchback,Petrol,999,Automatic,7.0,13.91,9909.0,13783.42,19.4,4.1,8126.0,3.0,3.0
2023-06,Aura,Sedan,Petrol,1497,Automatic,5.0,8.14,6503.0,5293.44,20.3,3.8,9592.0,5.0,5.0
2023-10,Grand i10 Nios,Hatchback,Diesel,999,Manual,5.0,19.7,13464.0,26524.08,17.4,3.9,11182.0,5.0,3.0
2023-01,Venue,SUV,Petrol,999,Manual,5.0,14.32,14635.0,20957.32,17.4,4.5,6023.0,5.0,3.0
2023-04,Creta,SUV,Petrol,1999,Automatic,5.0,12.27,14034.0,17219.72,15.1,4.6,7277.0,3.0,4.0
2023-04,Alcazar,SUV,Petrol,1999,Manual,5.0,20.64,7352.0,15174.53,17.2,4.6,7636.0,3.0,3.0
2024-09,i20,Hatchback,Petrol,999,Manual,7.0,13.71,10679.0,14640.91,19.4,4.5,11417.0,5.0,4.0
2023-11,i20,Hatchback,Diesel,1197,Automatic,7.0,16.74,10816.0,18105.98,18.7,4.4,10078.0,3.0,3.0
2023-06,Tucson,SUV,Diesel,999,Automatic,5.0,23.18,11867.0,27507.71,20.7,3.5,9126.0,5.0,3.0
2023-06,Exter,SUV,Petrol,1999,Manual,5.0,10.89,6657.0,7249.47,15.3,3.9,5661.0,5.0,5.0
2024-01,Exter,SUV,Petrol,1999,Automatic,7.0,9.13,3434.0,3135.24,18.2,4.1,7270.0,3.0,4.0
2023-12,Grand i10 Nios,Hatchback,Diesel,1999,Manual,7.0,11.06,1367.0,1511.9,16.8,4.7,4906.0,3.0,5.0
2024-08,Creta,SUV,Petrol,1999,Automatic,5.0,22.18,2736.0,6068.45,16.5,4.3,8074.0,3.0,3.0
2024-11,i20,Hatchback,Diesel,999,Manual,5.0,17.71,7463.0,13216.97,18.8,3.9,8813.0,5.0,3.0
2023-11,Grand i10 Nios,Hatchback,Petrol,1999,Automatic,7.0,16.23,13917.0,22587.29,20.1,3.5,7195.0,3.0,5.0
2023-07,Exter,SUV,Petrol,999,Automatic,5.0,20.5,13498.0,27670.9,20.9,4.1,5484.0,3.0,3.0
2024-10,Creta,SUV,Petrol,999,Manual,5.0,17.78,4069.0,7234.68,21.0,3.7,6806.0,3.0,5.0
2023-07,Creta,SUV,Diesel,999,Manual,5.0,19.79,6260.0,12388.54,20.0,4.6,6934.0,5.0,3.0
2023-11,Tucson,SUV,Petrol,1999,Manual,5.0,9.28,6130.0,5688.64,17.6,4.8,11572.0,3.0,3.0
2023-07,Aura,Sedan,Petrol,1999,Automatic,5.0,21.75,4518.0,9826.65,16.8,4.5,11441.0,3.0,3.0
2023-10,Aura,Sedan,Petrol,999,Automatic,5.0,20.28,12049.0,24435.37,20.8,4.5,10311.0,5.0,3.0
2024-02,Grand i10 Nios,Hatchback,Petrol,1999,Automatic,7.0,24.14,13005.0,31394.07,21.0,4.4,10453.0,5.0,3.0
2024-07,Aura,Sedan,Petrol,999,Automatic,5.0,21.37,2025.0,4327.43,15.0,3.6,9517.0,3.0,3.0
2024-05,Verna,Sedan,Petrol,1999,Automatic,5.0,16.74,6582.0,11018.27,17.6,4.0,11490.0,5.0,3.0
2023-01,Venue,SUV,Diesel,999,Automatic,5.0,8.2,1560.0,1279.2,19.4,4.8,8975.0,3.0,5.0
2023-06,Venue,SUV,Diesel,1497,Automatic,5.0,13.37,2615.0,3496.25,17.6,3.9,9256.0,5.0,3.0
2023-02,Alcazar,SUV,Diesel,999,Automatic,5.0,9.81,5951.0,5837.93,19.5,4.0,8011.0,5.0,3.0
2023-01,Aura,Sedan,Petrol,999,Automatic,5.0,9.07,9610.0,8716.27,18.7,4.0,4808.0,3.0,4.0
2024-02,Aura,Sedan,Petrol,1497,Automatic,5.0,9.2,4290.0,3946.8,18.6,4.7,7848.0,3.0,3.0
2024-11,Venue,SUV,Petrol,999,Automatic,5.0,19.67,6932.0,13635.24,16.0,3.9,10894.0,5.0,4.0
2023-02,Exter,SUV,Diesel,1999,Automatic,5.0,12.75,4887.0,6230.93,18.3,3.6,8392.0,5.0,5.0
2024-01,Grand i10 Nios,Hatchback,Petrol,1999,Manual,5.0,24.46,3353.0,8201.44,15.2,4.0,11496.0,3.0,5.0
2024-08,Exter,SUV,Diesel,999,Automatic,5.0,12.52,13799.0,17276.35,19.4,3.5,11245.0,5.0,3.0
2024-01,Creta,SUV,Petrol,1999,Manual,7.0,23.28,5369.0,12499.03,16.4,3.9,10741.0,3.0,5.0
2023-09,Tucson,SUV,Diesel,1497,Manual,7.0,9.3,14185.0,13192.05,19.5,3.7,6016.0,3.0,5.0
2024-10,Exter,SUV,Petrol,1197,Manual,7.0,15.48,12466.0,19297.37,15.7,3.7,4834.0,5.0,4.0
2023-12,Exter,SUV,Diesel,999,Automatic,5.0,14.12,732.0,1033.58,17.2,4.0,4953.0,5.0,5.0
2024-12,Venue,SUV,Diesel,1197,Manual,7.0,6.32,7490.0,4733.68,18.0,3.9,4849.0,5.0,4.0
2024-10,Verna,Sedan,Petrol,1197,Manual,5.0,10.14,3362.0,3409.07,19.3,3.9,4519.0,5.0,4.0
2023-03,Grand i10 Nios,Hatchback,Diesel,999,Manual,5.0,9.43,8594.0,8104.14,16.6,4.2,10167.0,3.0,4.0
2024-09,Aura,Sedan,Petrol,1999,Automatic,7.0,9.21,9928.0,9143.69,17.5,4.6,10900.0,3.0,4.0
2024-06,Aura,Sedan,Petrol,1497,Automatic,5.0,7.34,4705.0,3453.47,18.0,4.3,11906.0,5.0,4.0
2023-06,Exter,SUV,Diesel,1999,Automatic,5.0,16.91,9901.0,16742.59,15.2,4.3,7739.0,3.0,5.0
2023-12,Venue,SUV,Diesel,999,Manual,5.0,22.2,11097.0,24635.34,18.9,4.5,4287.0,3.0,5.0
2024-02,Grand i10 Nios,Hatchback,Diesel,1999,Manual,5.0,12.6,12537.0,15796.62,16.0,4.5,7908.0,5.0,4.0
2024-04,Exter,SUV,Petrol,1197,Automatic,7.0,22.5,13994.0,31486.5,19.5,3.5,6960.0,3.0,4.0
2024-03,Venue,SUV,Petrol,1497,Manual,7.0,10.4,4653.0,4839.12,20.8,4.8,11944.0,5.0,4.0
2024-10,Venue,SUV,Petrol,1999,Automatic,7.0,13.73,1096.0,1504.81,18.2,3.6,8058.0,5.0,5.0
2024-12,Aura,Sedan,Petrol,1999,Manual,7.0,16.4,5233.0,8582.12,21.9,4.5,6132.0,5.0,5.0
2024-11,Tucson,SUV,Petrol,1497,Manual,5.0,22.7,6627.0,15043.29,21.2,4.0,10233.0,3.0,4.0
2024-02,Exter,SUV,Diesel,1999,Manual,5.0,19.02,7389.0,14053.88,17.0,4.4,7223.0,5.0,5.0
2023-09,Aura,Sedan,Diesel,999,Manual,5.0,14.76,3166.0,4673.02,16.6,4.4,7139.0,5.0,5.0
2024-04,i20,Hatchback,Diesel,1497,Manual,5.0,6.64,3140.0,2084.96,20.7,4.2,7467.0,5.0,5.0
2024-10,Verna,Sedan,Petrol,1197,Automatic,5.0,12.63,8290.0,10470.27,20.0,4.4,5119.0,5.0,3.0
2024-11,Creta,SUV,Petrol,1999,Automatic,5.0,8.14,13217.0,10758.64,16.9,4.1,8684.0,3.0,5.0
2024-11,Alcazar,SUV,Diesel,1999,Automatic,5.0,17.44,7075.0,12338.8,20.2,3.7,10292.0,3.0,3.0
2024-06,Tucson,SUV,Petrol,1497,Automatic,5.0,13.67,11928.0,16305.58,18.5,4.1,4105.0,5.0,5.0
2024-07,Grand i10 Nios,Hatchback,Petrol,1197,Automatic,5.0,6.72,1379.0,926.69,20.4,4.4,11605.0,3.0,4.0
2023-11,Aura,Sedan,Diesel,1999,Automatic,5.0,13.71,1985.0,2721.44,20.0,4.4,9424.0,5.0,4.0
2024-08,Verna,Sedan,Petrol,1999,Automatic,5.0,19.85,2707.0,5373.4,17.6,3.9,11725.0,3.0,4.0
2023-10,Venue,SUV,Petrol,1497,Automatic,5.0,15.11,14214.0,21477.35,20.5,3.9,7870.0,5.0,3.0
2023-08,Alcazar,SUV,Diesel,1999,Automatic,7.0,16.72,12065.0,20172.68,21.5,4.1,8059.0,5.0,3.0
2023-01,Aura,Sedan,Diesel,1197,Manual,5.0,15.81,2520.0,3984.12,18.4,4.0,10674.0,3.0,3.0
2024-02,Tucson,SUV,Diesel,1497,Manual,5.0,6.09,13948.0,8494.33,16.2,4.8,11472.0,3.0,4.0
2024-07,Venue,SUV,Diesel,999,Manual,5.0,8.67,4375.0,3793.12,18.5,4.6,10546.0,3.0,3.0
2023-03,Creta,SUV,Petrol,1497,Automatic,5.0,23.04,7386.0,17017.34,16.1,4.0,7231.0,5.0,3.0
2024-08,Exter,SUV,Diesel,1197,Automatic,5.0,8.17,680.0,555.56,17.7,4.2,9560.0,3.0,5.0
2024-11,Venue,SUV,Petrol,1197,Automatic,5.0,9.24,9925.0,9170.7,18.6,4.7,11364.0,5.0,4.0
2023-04,Aura,Sedan,Diesel,1497,Manual,7.0,18.83,9567.0,18014.66,21.9,4.3,5914.0,5.0,5.0
2024-04,i20,Hatchback,Petrol,999,Automatic,5.0,22.07,5043.0,11129.9,18.5,3.7,9195.0,3.0,4.0
2023-10,Venue,SUV,Diesel,999,Automatic,5.0,24.27,7138.0,17323.93,19.4,4.3,8705.0,3.0,5.0
2023-01,Venue,SUV,Petrol,1999,Automatic,7.0,15.65,2164.0,3386.66,17.9,4.8,7980.0,5.0,4.0
2023-02,Creta,SUV,Diesel,1497,Automatic,5.0,24.08,5694.0,13711.15,15.0,3.6,7097.0,3.0,5.0
2023-04,Alcazar,SUV,Diesel,1497,Automatic,5.0,12.61,11649.0,14689.39,17.5,3.5,11637.0,3.0,4.0
2023-08,Alcazar,SUV,Diesel,1999,Automatic,5.0,13.38,9867.0,13202.05,19.2,4.7,11434.0,5.0,5.0
2024-06,Creta,SUV,Diesel,999,Automatic,7.0,16.99,2801.0,4758.9,18.8,3.5,9362.0,5.0,4.0
2023-11,i20,Hatchback,Diesel,999,Manual,5.0,9.93,5056.0,5020.61,21.6,4.2,8446.0,3.0,4.0
2023-02,Alcazar,SUV,Diesel,1197,Manual,5.0,22.15,10670.0,23634.05,19.5,3.9,9055.0,3.0,3.0
2023-11,Venue,SUV,Diesel,1197,Manual,5.0,7.03,10024.0,7046.87,17.3,3.9,4935.0,3.0,3.0
2023-06,Exter,SUV,Petrol,1999,Manual,7.0,24.3,9753.0,23699.79,16.4,3.7,7917.0,3.0,3.0
2024-01,Aura,Sedan,Petrol,999,Automatic,5.0,8.72,533.0,464.78,21.9,4.7,5694.0,3.0,4.0
2023-01,i20,Hatchback,Diesel,1497,Automatic,5.0,10.42,4472.0,4659.82,19.9,3.9,11758.0,5.0,5.0
2023-07,Tucson,SUV,Diesel,999,Manual,5.0,24.68,2300.0,5676.4,18.5,4.8,5724.0,5.0,5.0
2023-01,Alcazar,SUV,Petrol,1999,Manual,5.0,18.36,6153.0,11296.91,17.2,3.9,7444.0,5.0,5.0
2024-05,Verna,Sedan,Diesel,1197,Manual,5.0,14.08,2518.0,3545.34,16.9,3.5,8503.0,3.0,4.0
2024-12,Verna,Sedan,Petrol,999,Manual,5.0,15.86,3323.0,5270.28,15.6,4.2,4230.0,5.0,5.0
2024-05,Tucson,SUV,Petrol,1497,Automatic,5.0,9.68,14393.0,13932.42,20.0,3.5,7046.0,5.0,3.0
2023-10,i20,Hatchback,Petrol,1999,Automatic,7.0,16.25,7220.0,11732.5,17.0,4.3,5874.0,5.0,4.0
2024-04,Grand i10 Nios,Hatchback,Diesel,1999,Automatic,5.0,8.5,7546.0,6414.1,20.6,3.8,9346.0,3.0,4.0
2023-01,Creta,SUV,Diesel,1999,Automatic,5.0,15.44,6780.0,10468.32,17.7,3.7,8335.0,3.0,5.0
2024-05,i20,Hatchback,Diesel,1497,Manual,5.0,9.32,7432.0,6926.62,18.1,4.5,9382.0,5.0,5.0
2023-12,Alcazar,SUV,Petrol,1999,Manual,5.0,12.59,13891.0,17488.77,15.9,3.8,6901.0,3.0,4.0
2023-07,Exter,SUV,Petrol,1197,Automatic,7.0,24.51,686.0,1681.39,17.8,4.2,11593.0,5.0,4.0
2024-08,Venue,SUV,Petrol,1999,Automatic,5.0,16.43,10058.0,16525.29,17.0,4.1,9412.0,5.0,5.0
2023-03,Tucson,SUV,Petrol,999,Automatic,5.0,23.37,6620.0,15470.94,17.2,4.5,10033.0,3.0,5.0
2023-01,Creta,SUV,Diesel,1497,Automatic,5.0,6.8,6472.0,4400.96,15.1,4.3,5903.0,3.0,3.0
2024-12,Grand i10 Nios,Hatchback,Petrol,1497,Automatic,5.0,17.47,9357.0,16346.68,17.5,4.0,7123.0,5.0,3.0
2024-07,Grand i10 Nios,Hatchback,Diesel,999,Manual,5.0,13.04,6672.0,8700.29,18.5,3.9,11670.0,3.0,3.0
2023-06,Exter,SUV,Diesel,1999,Manual,5.0,17.07,9198.0,15700.99,21.0,4.6,9455.0,5.0,5.0
2024-10,Exter,SUV,Petrol,1197,Automatic,5.0,23.0,14625.0,33637.5,19.2,4.2,10854.0,3.0,5.0
2023-08,Grand i10 Nios,Hatchback,Diesel,1197,Manual,5.0,21.58,12115.0,26144.17,18.6,3.9,8471.0,5.0,5.0
2023-12,Creta,SUV,Petrol,1999,Manual,5.0,17.24,4667.0,8045.91,21.9,4.3,11153.0,5.0,4.0
2024-03,Creta,SUV,Petrol,1999,Manual,5.0,22.76,13346.0,30375.5,15.9,4.3,6435.0,5.0,3.0
2023-04,Aura,Sedan,Petrol,1197,Manual,7.0,21.59,11387.0,24584.53,19.0,4.2,10421.0,3.0,5.0
2023-10,Creta,SUV,Petrol,1197,Manual,5.0,13.69,10425.0,14271.83,18.2,3.8,9320.0,5.0,5.0
2024-10,i20,Hatchback,Diesel,999,Automatic,5.0,7.9,13577.0,10725.83,17.1,3.7,8701.0,3.0,5.0
2024-08,Creta,SUV,Petrol,1999,Manual,7.0,19.29,4960.0,9567.84,15.7,4.2,8470.0,5.0,4.0
2023-05,Verna,Sedan,Petrol,999,Automatic,7.0,12.33,5822.0,7178.53,19.6,4.0,6589.0,3.0,3.0
2024-02,i20,Hatchback,Petrol,1999,Manual,5.0,16.75,14931.0,25009.42,21.0,4.3,9236.0,5.0,3.0
2024-10,Aura,Sedan,Diesel,1999,Manual,7.0,12.93,1139.0,1472.73,16.7,3.5,8521.0,3.0,4.0
2024-08,Tucson,SUV,Diesel,999,Manual,5.0,21.94,11965.0,26251.21,18.0,3.7,8097.0,5.0,4.0
2023-08,Tucson,SUV,Diesel,999,Automatic,5.0,22.34,12065.0,26953.21,15.4,4.6,10027.0,3.0,4.0
2024-06,Aura,Sedan,Petrol,1497,Manual,5.0,20.29,3884.0,7880.64,21.8,4.2,5544.0,3.0,4.0
2024-04,Verna,Sedan,Petrol,1497,Manual,5.0,12.06,7126.0,8593.96,19.3,3.6,11724.0,3.0,3.0
