Month,Car_Model,Segment,Fuel_Type,Engine_CC,Transmission,Seating_Capacity,Ex_Showroom_Price_Lakh,Units_Sold,Revenue_Crores,Mileage_KMPL,Customer_Rating,Annual_Service_Cost_INR,Warranty_Years,Safety_Rating_Stars
2023-08,Venue,SUV,Petrol,1197,Automatic,5,19.39,13651,26469.29,18.8,4.7,7652,5,5
2023-12,Aura,Sedan,Petrol,1497,Automatic,5,11.76,924,1086.62,19,3.8,8029,5,3
2024-02,i20,Hatchback,Petrol,1497,Automatic,5,19.43,3419,6643.12,15.7,3.7,4416,5,4
2024-06,Grand i10 Nios,Hatchback,Diesel,1197,Automatic,5,22.78,679,1546.76,22,4.7,4097,3,5
2024-08,Grand i10 Nios,Hatchback,Petrol,1197,Manual,5,6.92,4351,3010.89,21.9,4.2,4261,5,5
2024-04,Verna,Sedan,Diesel,1197,Automatic,5,8.17,10004,8173.27,20.1,4,4838,5,3
2024-02,Aura,Sedan,Petrol,1497,Manual,5,23.1,12968,29956.08,21.5,4.6,5050,3,5
2023-08,Exter,SUV,Petrol,1999,Manual,5,18.41,6482,11933.36,15.1,4.3,9614,3,5
2023-11,Exter,SUV,Petrol,1999,Automatic,5,16.14,8692,14028.89,17.7,3.7,4288,5,4
2024-08,Venue,SUV,Petrol,1197,Automatic,7,6.23,5254,3273.24,18.4,4.2,10643,3,5
2024-05,Aura,Sedan,Diesel,999,Automatic,7,17.32,12914,22367.05,16.7,3.5,4213,3,5
2023-09,Verna,Sedan,Petrol,1999,Automatic,5,9.33,5906,5510.3,20.5,3.6,5696,5,5
2023-10,Creta,SUV,Petrol,1197,Automatic,5,17.16,9837,16880.29,15.8,4.3,11806,5,4
2024-06,Aura,Sedan,Diesel,999,Automatic,5,6.97,8454,5892.44,16.3,3.9,4423,3,4
2023-11,Exter,SUV,Diesel,999,Manual,7,9.44,3297,3112.37,21.7,3.6,11372,5,5
2024-06,Exter,SUV,Diesel,1999,Automatic,5,11.31,6786,7674.97,19.3,3.6,7311,3,5
2023-06,Exter,SUV,Diesel,1197,Manual,5,13.95,3733,5207.53,19.5,4.3,11354,3,5
2024-06,Tucson,SUV,Petrol,1999,Automatic,5,12.05,6156,7417.98,16.3,3.9,4477,3,5
2023-11,Venue,SUV,Petrol,1497,Manual,7,18.88,8199,15479.71,16.6,3.7,6418,5,4
2024-09,Tucson,SUV,Petrol,999,Manual,5,12.18,1017,1238.71,16.2,4.5,4172,5,3
2023-07,Venue,SUV,Diesel,1197,Automatic,7,18.48,1816,3355.97,16,4.3,6405,5,4
2023-11,Verna,Sedan,Diesel,1999,Manual,5,13.7,6942,9510.54,18.8,3.6,6007,5,4
2024-03,Exter,SUV,Petrol,999,Automatic,5,8.3,3544,2941.52,17.2,4.6,7993,3,
2023-06,Exter,SUV,Petrol,1197,Manual,5,13.04,9491,12376.26,21,4.4,8617,5,4
2023-12,Verna,Sedan,Diesel,1197,Manual,7,21.05,981,2065.01,17.9,4.8,7437,5,3
2024-08,Alcazar,SUV,Petrol,1497,Automatic,7,11.55,9078,10485.09,20.5,3.6,4505,5,4
2023-08,Exter,SUV,Diesel,1999,Automatic,5,22.81,2917,6653.68,20.6,4.3,8291,5,4
2023-02,Verna,Sedan,Petrol,999,Automatic,5,12.23,8874,10852.9,16,3.6,7911,3,5
2024-01,Grand i10 Nios,Hatchback,Petrol,999,Automatic,5,21.89,8494,18593.37,19.7,4.2,4932,3,4
2023-06,Creta,SUV,Petrol,1197,Manual,5,19.51,14291,27881.74,15.8,4.4,10325,3,5
2023-06,i20,Hatchback,Diesel,1497,Manual,7,8.24,12150,10011.6,20.3,4.1,7276,3,4
2024-01,Aura,Sedan,Petrol,1999,Manual,5,15.91,5995,9538.05,19.3,4.1,9044,3,5
2023-05,Exter,SUV,Diesel,1197,Manual,7,9.91,4888,4844.01,21.8,4.5,5034,3,4
2023-11,Verna,Sedan,Petrol,1497,Manual,5,24.93,9426,23499.02,21.9,4.5,10368,5,4
2024-10,Aura,Sedan,Petrol,999,Manual,7,7.24,3911,2831.56,17.4,3.9,11338,3,
2023-10,Grand i10 Nios,Hatchback,Diesel,999,Automatic,7,16.21,5610,9093.81,15.8,4.1,8811,3,5
2024-08,Alcazar,SUV,Petrol,1197,Manual,5,14.79,8417,12448.74,15.3,3.7,10065,3,4
2023-07,Tucson,SUV,Petrol,1999,Automatic,5,6.65,4555,3029.07,16.6,4.2,5124,5,4
2024-01,Verna,Sedan,Diesel,1197,Manual,7,12.04,2320,2793.28,17.8,4.5,5600,3,3
2024-05,Aura,Sedan,Diesel,1999,Manual,5,11.51,2603,2996.05,15.4,3.6,4078,3,3
2024-11,Venue,SUV,Diesel,1497,Automatic,5,14.65,11912,17451.08,16.9,3.8,8611,3,3
2023-08,Creta,SUV,Petrol,1999,Manual,5,19.87,8314,16519.92,20.2,4,5919,5,3
2023-11,i20,Hatchback,Petrol,999,Automatic,5,7.53,6092,4587.28,20.9,4.2,10065,3,4
2024-04,Exter,SUV,Diesel,1497,Automatic,5,9.41,10020,9428.82,18.3,3.8,4926,5,3
2024-08,Creta,SUV,Diesel,1497,Automatic,5,22.14,11346,25120.04,15.3,3.9,11380,3,3
2024-07,Verna,Sedan,Petrol,999,Automatic,5,11.13,4112,4576.66,16.2,4.2,6214,3,5
2024-03,Alcazar,SUV,Diesel,999,Manual,5,17.62,11495,20254.19,21.6,4.6,11099,3,3
2023-06,i20,Hatchback,Petrol,1999,Manual,5,24.36,4552,11088.67,16.3,3.7,4611,3,3
2023-11,Tucson,SUV,Petrol,1999,Automatic,7,11.96,6437,7698.65,15.4,4.4,4560,5,4
2023-09,Creta,SUV,Petrol,1197,Automatic,5,6.02,10787,6493.77,15.7,4.7,6865,3,5
2024-03,Venue,SUV,Petrol,1497,Automatic,5,6.49,1971,1279.18,18.6,4.2,10631,5,5
2024-04,i20,Hatchback,Petrol,1497,Automatic,5,13.06,2602,3398.21,17.9,4,8431,,
2023-02,Alcazar,SUV,Diesel,1497,Automatic,7,18.64,3556,6628.38,16.4,4.2,5646,3,5
2024-05,Grand i10 Nios,Hatchback,Petrol,1497,Automatic,7,9.97,12963,12924.11,18.6,4,7923,3,4
2024-04,Verna,Sedan,Diesel,1497,Automatic,5,18.16,562,1020.59,16.6,4.6,7580,3,3
2024-12,Venue,SUV,Diesel,1197,Manual,7,9.22,9593,8844.75,15,3.9,5418,5,5
2023-09,i20,Hatchback,Petrol,1999,Manual,5,21.24,10559,22427.32,15.7,3.5,9900,3,5
2023-04,Alcazar,SUV,Diesel,1999,Automatic,5,11.66,14820,17280.12,19.4,3.8,9965,5,5
2024-06,Exter,SUV,Diesel,1197,Automatic,7,21.39,3731,7980.61,15.8,4.7,4231,5,5
2023-05,Tucson,SUV,Petrol,1999,Manual,7,22.18,1249,2770.28,17.6,4.6,9612,3,4
2024-03,Verna,Sedan,Diesel,1497,Manual,5,11.94,1475,1761.15,21.7,4.8,7709,3,5
2023-06,Grand i10 Nios,Hatchback,Petrol,1999,Manual,5,6.17,13828,8531.88,19,4.7,5894,5,5
2023-05,Verna,Sedan,Diesel,999,Manual,7,21.16,8257,17471.81,20.8,3.8,5528,5,4
2024-01,Verna,Sedan,Petrol,1497,Automatic,5,21.84,3377,7375.37,16,4.1,5346,5,4
2023-07,i20,Hatchback,Petrol,1497,Automatic,7,15.91,9682,15404.06,21.8,3.7,10597,3,5
2023-04,Venue,SUV,Petrol,999,Manual,5,15.44,11552,17836.29,19.3,3.7,10442,5,3
2024-07,i20,Hatchback,Diesel,1999,Manual,5,13.09,3078,4029.1,20.8,4.6,9094,5,3
2024-12,Creta,SUV,Diesel,999,Automatic,5,9.66,12784,12349.34,16.8,4.5,4682,5,4
2023-09,Tucson,SUV,Petrol,1999,Automatic,5,17.93,5137,9210.64,19.9,3.7,9241,3,5
2024-05,i20,Hatchback,Petrol,1999,Manual,5,25,7218,18045,16.4,4.1,5961,3,4
2024-01,Grand i10 Nios,Hatchback,Diesel,1497,Automatic,5,18.22,11961,21792.94,17.2,4.5,9988,5,3
2023-10,Creta,SUV,Petrol,999,Manual,5,17.2,5354,9208.88,17,4.3,4437,3,4
2023-11,Aura,Sedan,Petrol,1497,Manual,5,15.84,3610,5718.24,17.7,4.5,4956,3,5
2023-08,Tucson,SUV,Diesel,1497,Manual,7,21.45,10766,23093.07,21.1,4.6,8872,5,5
2023-10,Grand i10 Nios,Hatchback,Petrol,999,Automatic,7,13.91,9909,13783.42,19.4,4.1,8126,3,3
2023-06,Aura,Sedan,Petrol,1497,Automatic,5,8.14,6503,5293.44,20.3,3.8,9592,5,5
2023-10,Grand i10 Nios,Hatchback,Diesel,999,Manual,5,19.7,13464,26524.08,17.4,3.9,11182,5,3
2023-01,Venue,SUV,Petrol,999,Manual,5,14.32,14635,20957.32,17.4,4.5,6023,5,3
2023-04,Creta,SUV,Petrol,1999,Automatic,5,12.27,14034,17219.72,15.1,4.6,7277,3,4
2023-04,Alcazar,SUV,Petrol,1999,Manual,5,20.64,7352,15174.53,17.2,4.6,7636,3,3
2024-09,i20,Hatchback,Petrol,999,Manual,7,13.71,10679,14640.91,19.4,4.5,11417,5,4
2023-11,i20,Hatchback,Diesel,1197,Automatic,7,16.74,10816,18105.98,18.7,4.4,10078,3,3
2023-06,Tucson,SUV,Diesel,999,Automatic,5,23.18,11867,27507.71,20.7,3.5,9126,5,3
2023-06,Exter,SUV,Petrol,1999,Manual,5,10.89,6657,7249.47,15.3,3.9,5661,5,5
2023-04,Alcazar,SUV,Petrol,1497,Manual,5,15.93,8132,12954.28,16.3,4,11700,,5
2024-01,Exter,SUV,Petrol,1999,Automatic,7,9.13,3434,3135.24,18.2,4.1,7270,3,4
2023-12,Grand i10 Nios,Hatchback,Diesel,1999,Manual,7,11.06,1367,1511.9,16.8,4.7,4906,3,5
2024-08,Creta,SUV,Petrol,1999,Automatic,5,22.18,2736,6068.45,16.5,4.3,8074,3,3
2024-11,i20,Hatchback,Diesel,999,Manual,5,17.71,7463,13216.97,18.8,3.9,8813,5,3
2023-11,Grand i10 Nios,Hatchback,Petrol,1999,Automatic,7,16.23,13917,22587.29,20.1,3.5,7195,3,5
2023-07,Exter,SUV,Petrol,999,Automatic,5,20.5,13498,27670.9,20.9,4.1,5484,3,3
2024-10,Creta,SUV,Petrol,999,Manual,5,17.78,4069,7234.68,21,3.7,6806,3,5
2023-07,Creta,SUV,Diesel,999,Manual,5,19.79,6260,12388.54,20,4.6,6934,5,3
2023-11,Tucson,SUV,Petrol,1999,Manual,5,9.28,6130,5688.64,17.6,4.8,11572,3,3
2023-07,Aura,Sedan,Petrol,1999,Automatic,5,21.75,4518,9826.65,16.8,4.5,11441,3,3
2023-10,Aura,Sedan,Petrol,999,Automatic,5,20.28,12049,24435.37,20.8,4.5,10311,5,3
2024-02,Grand i10 Nios,Hatchback,Petrol,1999,Automatic,7,24.14,13005,31394.07,21,4.4,10453,5,3
2024-07,Aura,Sedan,Petrol,999,Automatic,5,21.37,2025,4327.43,15,3.6,9517,3,3
2024-05,Verna,Sedan,Petrol,1999,Automatic,5,16.74,6582,11018.27,17.6,4,11490,5,3
2023-01,Venue,SUV,Diesel,999,Automatic,5,8.2,1560,1279.2,19.4,4.8,8975,3,5
2023-06,Venue,SUV,Diesel,1497,Automatic,5,13.37,2615,3496.25,17.6,3.9,9256,5,3
2023-02,Alcazar,SUV,Diesel,999,Automatic,5,9.81,5951,5837.93,19.5,4,8011,5,3
2023-01,Aura,Sedan,Petrol,999,Automatic,5,9.07,9610,8716.27,18.7,4,4808,3,4
2024-02,Aura,Sedan,Petrol,1497,Automatic,5,9.2,4290,3946.8,18.6,4.7,7848,3,3
2023-11,Exter,SUV,Diesel,1999,Automatic,5,11.53,9890,11403.17,17.5,4.6,7698,,4
2024-11,Venue,SUV,Petrol,999,Automatic,5,19.67,6932,13635.24,16,3.9,10894,5,4
2023-02,Exter,SUV,Diesel,1999,Automatic,5,12.75,4887,6230.93,18.3,3.6,8392,5,5
2024-01,Grand i10 Nios,Hatchback,Petrol,1999,Manual,5,24.46,3353,8201.44,15.2,4,11496,3,5
2024-08,Exter,SUV,Diesel,999,Automatic,5,12.52,13799,17276.35,19.4,3.5,11245,5,3
2024-01,Creta,SUV,Petrol,1999,Manual,7,23.28,5369,12499.03,16.4,3.9,10741,3,5
2023-09,Tucson,SUV,Diesel,1497,Manual,7,9.3,14185,13192.05,19.5,3.7,6016,3,5
2024-10,Exter,SUV,Petrol,1197,Manual,7,15.48,12466,19297.37,15.7,3.7,4834,5,4
2023-12,Exter,SUV,Diesel,999,Automatic,5,14.12,732,1033.58,17.2,4,4953,5,5
2024-12,Venue,SUV,Diesel,1197,Manual,7,6.32,7490,4733.68,18,3.9,4849,5,4
2024-10,Verna,Sedan,Petrol,1197,Manual,5,10.14,3362,3409.07,19.3,3.9,4519,5,4
2023-03,Grand i10 Nios,Hatchback,Diesel,999,Manual,5,9.43,8594,8104.14,16.6,4.2,10167,3,4
2024-09,Aura,Sedan,Petrol,1999,Automatic,7,9.21,9928,9143.69,17.5,4.6,10900,3,4
2024-06,Aura,Sedan,Petrol,1497,Automatic,5,7.34,4705,3453.47,18,4.3,11906,5,4
2023-06,Exter,SUV,Diesel,1999,Automatic,5,16.91,9901,16742.59,15.2,4.3,7739,3,5
2023-12,Venue,SUV,Diesel,999,Manual,5,22.2,11097,24635.34,18.9,4.5,4287,3,5
2024-02,Grand i10 Nios,Hatchback,Diesel,1999,Manual,5,12.6,12537,15796.62,16,4.5,7908,5,4
2024-04,Exter,SUV,Petrol,1197,Automatic,7,22.5,13994,31486.5,19.5,3.5,6960,3,4
2024-03,Venue,SUV,Petrol,1497,Manual,7,10.4,4653,4839.12,20.8,4.8,11944,5,4
2024-10,Venue,SUV,Petrol,1999,Automatic,7,13.73,1096,1504.81,18.2,3.6,8058,5,5
2024-05,Venue,SUV,Petrol,1197,Automatic,5,23.4,2561,5992.74,21.3,3.8,7313,,4
2024-12,Aura,Sedan,Petrol,1999,Manual,7,16.4,5233,8582.12,21.9,4.5,6132,5,5
2024-11,Tucson,SUV,Petrol,1497,Manual,5,22.7,6627,15043.29,21.2,4,10233,3,4
2024-02,Exter,SUV,Diesel,1999,Manual,5,19.02,7389,14053.88,17,4.4,7223,5,5
2023-09,Aura,Sedan,Diesel,999,Manual,5,14.76,3166,4673.02,16.6,4.4,7139,5,5
2024-04,i20,Hatchback,Diesel,1497,Manual,5,6.64,3140,2084.96,20.7,4.2,7467,5,5
2023-02,Creta,SUV,Petrol,1197,Manual,7,6.88,14639,10071.63,,4.7,5011,5,5
2024-10,Verna,Sedan,Petrol,1197,Automatic,5,12.63,8290,10470.27,20,4.4,5119,5,3
2024-11,Creta,SUV,Petrol,1999,Automatic,5,8.14,13217,10758.64,16.9,4.1,8684,3,5
2024-11,Alcazar,SUV,Diesel,1999,Automatic,5,17.44,7075,12338.8,20.2,3.7,10292,3,3
2024-06,Tucson,SUV,Petrol,1497,Automatic,5,13.67,11928,16305.58,18.5,4.1,4105,5,5
2024-07,Grand i10 Nios,Hatchback,Petrol,1197,Automatic,5,6.72,1379,926.69,20.4,4.4,11605,3,4
2023-11,Aura,Sedan,Diesel,1999,Automatic,5,13.71,1985,2721.44,20,4.4,9424,5,4
2024-08,Verna,Sedan,Petrol,1999,Automatic,5,19.85,2707,5373.4,17.6,3.9,11725,3,4
2023-10,Venue,SUV,Petrol,1497,Automatic,5,15.11,14214,21477.35,20.5,3.9,7870,5,3
2023-08,Alcazar,SUV,Diesel,1999,Automatic,7,16.72,12065,20172.68,21.5,4.1,8059,5,3
2023-01,Aura,Sedan,Diesel,1197,Manual,5,15.81,2520,3984.12,18.4,4,10674,3,3
2024-02,Tucson,SUV,Diesel,1497,Manual,5,6.09,13948,8494.33,16.2,4.8,11472,3,4
2024-07,Venue,SUV,Diesel,999,Manual,5,8.67,4375,3793.12,18.5,4.6,10546,3,3
2023-03,Creta,SUV,Petrol,1497,Automatic,5,23.04,7386,17017.34,16.1,4,7231,5,3
2024-08,Exter,SUV,Diesel,1197,Automatic,5,8.17,680,555.56,17.7,4.2,9560,3,5
2024-11,Venue,SUV,Petrol,1197,Automatic,5,9.24,9925,9170.7,18.6,4.7,11364,5,4
2023-04,Aura,Sedan,Diesel,1497,Manual,7,18.83,9567,18014.66,21.9,4.3,5914,5,5
2024-04,i20,Hatchback,Petrol,999,Automatic,5,22.07,5043,11129.9,18.5,3.7,9195,3,4
2023-10,Venue,SUV,Diesel,999,Automatic,5,24.27,7138,17323.93,19.4,4.3,8705,3,5
2023-01,Venue,SUV,Petrol,1999,Automatic,7,15.65,2164,3386.66,17.9,4.8,7980,5,4
2023-02,Creta,SUV,Diesel,1497,Automatic,5,24.08,5694,13711.15,15,3.6,7097,3,5
2023-04,Alcazar,SUV,Diesel,1497,Automatic,5,12.61,11649,14689.39,17.5,3.5,11637,3,4
2023-08,Alcazar,SUV,Diesel,1999,Automatic,5,13.38,9867,13202.05,19.2,4.7,11434,5,5
2024-06,Creta,SUV,Diesel,999,Automatic,7,16.99,2801,4758.9,18.8,3.5,9362,5,4
2023-11,i20,Hatchback,Diesel,999,Manual,5,9.93,5056,5020.61,21.6,4.2,8446,3,4
2023-02,Alcazar,SUV,Diesel,1197,Manual,5,22.15,10670,23634.05,19.5,3.9,9055,3,3
2023-11,Venue,SUV,Diesel,1197,Manual,5,7.03,10024,7046.87,17.3,3.9,4935,3,3
2023-06,Exter,SUV,Petrol,1999,Manual,7,24.3,9753,23699.79,16.4,3.7,7917,3,3
2024-01,Aura,Sedan,Petrol,999,Automatic,5,8.72,533,464.78,21.9,4.7,5694,3,4
2024-05,Aura,Sedan,Diesel,1497,Manual,5,7.05,14868,10481.94,,3.9,7109,3,5
2023-01,i20,Hatchback,Diesel,1497,Automatic,5,10.42,4472,4659.82,19.9,3.9,11758,5,5
2023-07,Tucson,SUV,Diesel,999,Manual,5,24.68,2300,5676.4,18.5,4.8,5724,5,5
2023-01,Alcazar,SUV,Petrol,1999,Manual,5,18.36,6153,11296.91,17.2,3.9,7444,5,5
2024-05,Verna,Sedan,Diesel,1197,Manual,5,14.08,2518,3545.34,16.9,3.5,8503,3,4
2024-12,Verna,Sedan,Petrol,999,Manual,5,15.86,3323,5270.28,15.6,4.2,4230,5,5
2024-05,Tucson,SUV,Petrol,1497,Automatic,5,9.68,14393,13932.42,20,3.5,7046,5,3
2023-10,i20,Hatchback,Petrol,1999,Automatic,7,16.25,7220,11732.5,17,4.3,5874,5,4
2024-04,Grand i10 Nios,Hatchback,Diesel,1999,Automatic,5,8.5,7546,6414.1,20.6,3.8,9346,3,4
2023-01,Creta,SUV,Diesel,1999,Automatic,5,15.44,6780,10468.32,17.7,3.7,8335,3,5
2024-05,i20,Hatchback,Diesel,1497,Manual,5,9.32,7432,6926.62,18.1,4.5,9382,5,5
2023-12,Alcazar,SUV,Petrol,1999,Manual,5,12.59,13891,17488.77,15.9,3.8,6901,3,4
2023-07,Exter,SUV,Petrol,1197,Automatic,7,24.51,686,1681.39,17.8,4.2,11593,5,4
2024-08,Venue,SUV,Petrol,1999,Automatic,5,16.43,10058,16525.29,17,4.1,9412,5,5
2023-03,Tucson,SUV,Petrol,999,Automatic,5,23.37,6620,15470.94,17.2,4.5,10033,3,5
2024-08,Creta,SUV,Petrol,1999,Manual,5,22.41,12276,27510.52,,4.7,5848,3,3
2023-01,Creta,SUV,Diesel,1497,Automatic,5,6.8,6472,4400.96,15.1,4.3,5903,3,3
2024-12,Grand i10 Nios,Hatchback,Petrol,1497,Automatic,5,17.47,9357,16346.68,17.5,4,7123,5,3
2024-07,Grand i10 Nios,Hatchback,Diesel,999,Manual,5,13.04,6672,8700.29,18.5,3.9,11670,3,3
2023-06,Exter,SUV,Diesel,1999,Manual,5,17.07,9198,15700.99,21,4.6,9455,5,5
2024-10,Exter,SUV,Petrol,1197,Automatic,5,23,14625,33637.5,19.2,4.2,10854,3,5
2023-08,Grand i10 Nios,Hatchback,Diesel,1197,Manual,5,21.58,12115,26144.17,18.6,3.9,8471,5,5
2023-12,Creta,SUV,Petrol,1999,Manual,5,17.24,4667,8045.91,21.9,4.3,11153,5,4
2023-11,Grand i10 Nios,Hatchback,Diesel,1999,Manual,5,11.01,773,,20.2,4.2,10981,5,3
2024-03,Creta,SUV,Petrol,1999,Manual,5,22.76,13346,30375.5,15.9,4.3,6435,5,3
2023-04,Aura,Sedan,Petrol,1197,Manual,7,21.59,11387,24584.53,19,4.2,10421,3,5
2023-10,Creta,SUV,Petrol,1197,Manual,5,13.69,10425,14271.83,18.2,3.8,9320,5,5
2024-10,i20,Hatchback,Diesel,999,Automatic,5,7.9,13577,10725.83,17.1,3.7,8701,3,5
2024-08,Creta,SUV,Petrol,1999,Manual,7,19.29,4960,9567.84,15.7,4.2,8470,5,4
2023-05,Verna,Sedan,Petrol,999,Automatic,7,12.33,5822,7178.53,19.6,4,6589,3,3
2024-02,i20,Hatchback,Petrol,1999,Manual,5,16.75,14931,25009.42,21,4.3,9236,5,3
2024-10,Aura,Sedan,Diesel,1999,Manual,7,12.93,1139,1472.73,16.7,3.5,8521,3,4
2024-08,Tucson,SUV,Diesel,999,Manual,5,21.94,11965,26251.21,18,3.7,8097,5,4
2023-08,Tucson,SUV,Diesel,999,Automatic,5,22.34,12065,26953.21,15.4,4.6,10027,3,4
2024-06,Aura,Sedan,Petrol,1497,Manual,5,20.29,3884,7880.64,21.8,4.2,5544,3,4
2024-04,Verna,Sedan,Petrol,1497,Manual,5,12.06,7126,8593.96,19.3,3.6,11724,3,3
2024-12,Venue,SUV,Diesel,1999,Manual,7,17.38,5223,9077.57,17.5,3.6,8346,5,4
2023-08,Grand i10 Nios,Hatchback,Petrol,1999,Automatic,5,11.85,6519,7725.01,21.1,4.4,4045,5,3
2023-10,Venue,SUV,Diesel,1999,Manual,5,8.48,6694,5676.51,15.2,3.8,7239,5,3
2024-11,Tucson,SUV,Petrol,1197,Automatic,5,22.09,9267,20470.8,15.7,4.6,4724,3,5
2023-08,Venue,SUV,Petrol,1999,Manual,5,14.34,14320,20534.88,18.3,4.3,6694,5,4
2024-10,Creta,SUV,Petrol,1999,Automatic,5,22.57,7393,16686,19.2,4.6,4538,3,3
2023-02,i20,Hatchback,Petrol,1999,Automatic,5,15.42,9222,14220.32,17.1,4.4,4651,5,3
2024-06,Alcazar,SUV,Diesel,1999,Automatic,5,14.45,10036,14502.02,21.9,4.7,10046,5,4
2023-12,Tucson,SUV,Petrol,999,Automatic,5,11.55,6549,7564.1,15.8,3.6,4234,3,5
2023-03,Tucson,SUV,Diesel,999,Automatic,5,7.44,4747,3531.77,15.9,4.7,4140,5,5
2023-09,Aura,Sedan,Diesel,999,Automatic,5,18.8,,,18.5,3.8,7863,5,4
2023-05,Alcazar,SUV,Diesel,1497,Automatic,5,21.36,2966,6335.38,21.3,3.8,11101,5,5
2024-06,Exter,SUV,Petrol,999,Automatic,5,23.81,2178,5185.82,20.1,4.7,11641,3,5
2023-07,Exter,SUV,Petrol,1999,Manual,5,9.29,9536,8858.94,16.4,3.6,11341,5,4
2024-07,Grand i10 Nios,Hatchback,Petrol,1999,Automatic,5,20.88,3824,7984.51,21.5,4.6,4889,3,3
2024-07,Tucson,SUV,Petrol,1497,Manual,5,13.87,2225,3086.07,15.8,3.7,6531,5,4
2023-07,Aura,Sedan,Petrol,1197,Manual,7,8.45,10682,9026.29,17.7,4.1,10330,5,5
2023-10,Aura,Sedan,Diesel,1197,Automatic,5,23.19,14280,33115.32,19.7,3.6,11423,5,3
2024-11,Verna,Sedan,Diesel,1197,Automatic,5,18.04,9504,17145.22,19.6,4.2,10626,3,3
2024-01,Creta,SUV,Petrol,1197,Manual,5,18.92,14230,26923.16,15,4.3,9108,5,4
2024-04,Aura,Sedan,Diesel,1999,Manual,7,10.01,3140,3143.14,19,4.3,7222,5,5
2023-05,i20,Hatchback,Diesel,1497,Manual,5,17.32,14826,25678.63,15.4,4.4,7376,5,3
2024-06,Venue,SUV,Petrol,1999,Automatic,5,12.46,8685,10821.51,19.8,4.1,4397,5,5
2024-06,Alcazar,SUV,Diesel,1197,Manual,7,11.84,7532,8917.89,18.6,4.3,6150,3,5
2024-01,Alcazar,SUV,Diesel,999,Manual,5,21.09,11776,24835.58,17.8,4.7,4961,3,5
2024-09,Verna,Sedan,Diesel,1999,Manual,5,14.96,2966,4437.14,17.4,3.6,5955,5,3
2024-06,Creta,SUV,Diesel,1197,Manual,5,11.4,10620,12106.8,15.3,4.7,5559,5,5
2024-03,Grand i10 Nios,Hatchback,Petrol,1999,Manual,5,8.56,9044,7741.66,21,4.2,9759,3,5
2023-12,Grand i10 Nios,Hatchback,Diesel,1197,Manual,7,16.68,4578,7636.1,18.5,3.7,9986,5,5
2023-09,i20,Hatchback,Petrol,1999,Automatic,7,17.46,3677,6420.04,18.3,4.1,11606,3,5
2023-08,Exter,SUV,Petrol,1999,Automatic,5,14.71,12199,17944.73,16.5,3.7,7130,5,3
2024-09,Creta,SUV,Petrol,999,Manual,5,10.81,11283,12196.92,19.6,3.7,9653,5,3
2024-04,Verna,Sedan,Diesel,999,Manual,5,19,2858,5430.2,16.9,4.2,10228,3,4
2023-03,Grand i10 Nios,Hatchback,Diesel,1497,Manual,7,12.84,13917,17869.43,17.9,4.6,5695,5,3
2023-10,Aura,Sedan,Petrol,1999,Manual,5,18.34,10385,19046.09,19.8,4.5,7963,5,4
2023-04,Tucson,SUV,Petrol,1197,Manual,7,8.74,8368,7313.63,17.4,4.6,7220,5,4
2023-02,Exter,SUV,Diesel,999,Manual,5,11.11,11918,13240.9,15.2,4.7,6930,3,5
2023-01,Tucson,SUV,Diesel,1197,Manual,5,22.37,8989,20108.39,17.2,4.7,6570,3,3
2023-10,Alcazar,SUV,Petrol,999,Manual,5,16.87,11885,20050,16.3,4,11332,3,4
2024-07,Tucson,SUV,Petrol,1197,Manual,5,21.29,978,2082.16,18,4,8572,5,4
2023-09,Venue,SUV,Diesel,999,Automatic,7,,12016,12905.18,17.1,4.4,10552,3,5
2023-04,Venue,SUV,Diesel,1999,Automatic,,16,11889,19022.4,15.6,4.3,11251,3,5
2024-04,Alcazar,SUV,Diesel,1197,Manual,5,16.92,4671,7903.33,16.2,4.7,6805,3,4
2024-05,Alcazar,SUV,Diesel,1999,Manual,5,11.23,14844,16669.81,18.3,4.7,11940,5,5
2023-04,Verna,Sedan,Petrol,999,Automatic,5,22.96,13557,31126.87,19.1,4.1,9325,5,4
2024-08,Creta,SUV,Petrol,1999,Manual,5,15.59,2977,4641.14,16,3.8,5252,3,4
2024-10,Venue,SUV,Diesel,1197,Automatic,5,22.69,14651,33243.12,17.6,3.6,4900,3,5
2024-05,Creta,SUV,Diesel,999,Manual,5,17.71,14867,26329.46,18.4,4.1,9807,5,3
2024-01,Grand i10 Nios,Hatchback,Petrol,1497,Manual,7,17.43,7677,13381.01,21.1,4.8,7067,5,3
2023-07,i20,Hatchback,Petrol,999,Automatic,5,9.26,6814,6309.76,16.6,3.9,6700,3,4
2024-03,Grand i10 Nios,Hatchback,Petrol,999,Manual,5,21.05,13711,28861.65,17.7,4.6,10485,3,4
2023-10,Verna,Sedan,Diesel,999,Automatic,5,14.97,3792,5676.62,15.7,3.9,6045,3,5
2023-02,Aura,Sedan,Diesel,1197,Automatic,5,24.14,2195,5298.73,20.8,3.9,11902,5,5
2024-12,Tucson,SUV,Petrol,1999,Manual,5,13.52,6849,9259.85,15.2,4,9656,3,4
2024-11,Creta,SUV,Diesel,1197,Automatic,5,9.28,4855,4505.44,16.6,3.8,9735,5,3
2023-10,i20,Hatchback,Diesel,999,Automatic,5,11.52,3576,4119.55,21.7,3.8,7599,3,5
